latitude,longitude,date,sprague_miles,portland_pipeline_miles,south_portland_terminal_miles,gulf_oil_miles,global_miles,citgo_miles,daily complaints,average_temp,average_wind,precipitation,WDF5,WSF5,wind_direction,N,NE,E,SE,S,SW,W,NW
43.6291,-70.2943,2020-01-01,0.6863461977335024,1.1523205752348444,0.6531678862725351,3.1009438765246946,0.6156676266464673,1.458026905337087,1,34.88,42,0,240,116,SW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43.6395,-70.2339,2020-01-13,2.632768855149587,1.9954662515379389,2.584287822062033,0.7970208913548232,2.5538296788451085,1.6809150798298254,1,27.5,30,0,350,98,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6331,-70.2861,2020-01-15,0.2846744270932927,0.7821289240028437,0.1998995263223638,2.608940532849582,0.1232854750926568,0.9790496603221288,1,35.06,24,0,290,103,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43.6328,-70.245,2020-01-20,2.0948079694056747,1.3358055263881994,2.02852187225516,1.2354299768693138,1.977047813715804,1.1538200679499595,1,21.56,39,0,340,103,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6336,-70.2852,2020-02-23,0.2568186884858267,0.7519026033721984,0.1612230090082862,2.553108548250392,0.0680053064925814,0.92642701895366,1,34.52,12,0,150,63,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.6283,-70.2872,2020-02-25,0.6175814666025368,0.8008472034995021,0.5363395976928632,2.8219498916365926,0.4447832912592628,1.164061213450175,1,40.28,14,0,130,58,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.6293,-70.2739,2020-02-29,0.8312151742164835,0.1313988249714852,0.7317305289427,2.2435585476042403,0.6346809959032392,0.6272026783243873,1,29.84,45,0,240,116,SW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43.6302,-70.2595,2020-03-01,1.4312705431567725,0.5922396672998267,1.3505492629691738,1.7048674864123818,1.2815707641899234,0.6118769110756894,2,24.8,41,0,300,107,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43.6346,-70.256,2020-03-02,1.532469440062466,0.8428256191114278,1.4691320434565096,1.3558577925424096,1.4232763829446646,0.5898438660660777,3,29.66,24,3,190,130,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43.631,-70.2732,2020-03-03,0.7881329778803833,0.1410952323480465,0.6946893868098403,2.141925529607549,0.6096663399802318,0.5097976842453611,2,43.88,26,28,170,81,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43.6335,-70.2772,2020-03-05,0.5272137438117439,0.4050752834977962,0.4384793198698152,2.206702773901478,0.3673717915077561,0.5516966919830649,1,42.08,35,0,310,121,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43.6312,-70.2706,2020-03-06,0.8935417814281784,0.122553757029709,0.8048882470974021,2.032558282684329,0.7270835485887961,0.4343725057166571,3,35.24,50,0,30,174,NE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43.6318,-70.2732,2020-03-07,0.759390886096507,0.1856111411609768,0.6692631043146949,2.1079835604992367,0.5904646250689579,0.4657873271596855,2,34.52,83,0,360,201,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6366,-70.2689,2020-03-08,0.8770365824796573,0.505453634671581,0.8217728107782561,1.7408594016195544,0.7920439819987702,0.0848011171291421,1,37.04,26,0,280,89,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43.6353,-70.2711,2020-03-09,0.7772112773326628,0.4012836588610797,0.7116785248800745,1.8822144244053272,0.6701339764046794,0.2238325647462973,3,50.36,27,0,270,98,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43.6332,-70.2736,2020-03-10,0.6982184873138766,0.280835543875101,0.6149149576226525,2.067244183367428,0.548581612825725,0.4108265081244626,4,42.08,22,0,40,89,NE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43.6332,-70.2437,2020-03-11,2.1554715696569198,1.4047461791983753,2.0905530686939957,1.1957499274058694,2.040698644439542,1.2105786485920196,6,44.42,31,0,330,89,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43.6347,-70.2466,2020-03-12,1.9999035232308748,1.2873058751580542,1.9386763828075777,1.1294455746991967,1.8938876269121967,1.0486095381937977,2,36.14,28,0,30,76,NE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43.6357,-70.285,2020-03-14,0.1257768372049694,0.8093065283209632,0.0215366509223863,2.481813782501657,0.0936774496941178,0.8905054112861509,3,44.6,61,0,320,157,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43.6329,-70.2855,2020-03-15,0.3014967929564855,0.7492594746144507,0.2098407209445076,2.588607424112887,0.1173777629484339,0.9542477715837274,3,39.02,51,0,10,103,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6342,-70.2847,2020-03-16,0.224915212195171,0.7459070811388101,0.1232507911849718,2.512182301811402,0.0198412063806376,0.8922936374568964,1,27.32,33,0,150,85,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.6329,-70.2471,2020-03-26,1.989811791521916,1.233648873323819,1.9232604544473304,1.2557005697151038,1.87169552223274,1.0505365626407328,3,40.28,32,0,30,89,NE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43.636,-70.2877,2020-03-27,0.1060158091108476,0.9364909049220546,0.1207396276281216,2.5979970655556444,0.1972078802928464,1.02342929089839,2,45.68,50,0,340,165,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6342,-70.2754,2020-03-30,0.5886962204330823,0.3847303035776994,0.5093473708570907,2.104599245342828,0.4522797511755761,0.4494913592242152,1,37.94,50,43,50,112,NE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43.6326,-70.2821,2020-03-31,0.3847191498538174,0.5821125666702414,0.2802724327694255,2.449340805784406,0.1711104041607894,0.8010584997120627,2,37.04,44,0,30,121,NE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43.6314,-70.285,2020-04-01,0.4079281896702244,0.6988415750364095,0.3136644685775734,2.6165727999930923,0.2101402929086996,0.9671460292836476,1,37.58,47,8,10,107,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43.629,-70.2833,2020-04-02,0.588688424719241,0.6022711172809612,0.4895734416216995,2.6320951921555324,0.3784476541821658,0.9737612038967328,2,42.26,61,300,360,148,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6324,-70.2848,2020-04-03,0.3422009369687162,0.7054722080830097,0.2453900181925326,2.5740156822948386,0.1402549360508156,0.93211306697217,1,45.68,77,119,10,157,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6336,-70.2858,2020-04-04,0.2514943337366538,0.7798042695340736,0.1631697763429112,2.579951807101276,0.0885580609229446,0.9555042783764802,2,44.6,35,0,20,107,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43.6258,-70.302,2020-04-06,1.1103004473298186,1.558681847462836,1.0912211479466738,3.5485937227705686,1.062260408528786,1.9022017329442915,2,48.02,41,0,290,148,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43.6306,-70.2734,2020-04-07,0.7953349037617071,0.1301828933497167,0.7001502620843754,2.1670189410263463,0.6118448229692967,0.5382096322349817,4,45.32,26,0,140,94,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.6319,-70.2732,2020-04-09,0.7560060885004136,0.1915724972198826,0.6663397380098559,2.1038046440307485,0.5883863323826171,0.4604578392295793,1,41.54,54,338,140,188,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.6199,-70.2682,2020-04-10,1.504580440808989,0.6817925231915556,1.4005100876267504,2.538433409340698,1.2913308371894705,1.184236836771706,3,38.3,65,5,290,157,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43.6307,-70.259,2020-04-14,1.4436827080705943,0.6208598654761129,1.364922061964588,1.6621758463215448,1.2986807378446692,0.602656238877296,1,51.8,47,0,260,157,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
