date,daily complaints,average_temp,average_wind,precipitation,WDF5,WSF5,wind_direction,N,NE,E,SE,S,SW,W,NW
2021-04-29,8,47.66,22,119,80,63,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30,10,49.28,37,163,280,125,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-05-01,16,48.74,52,5,310,148,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-05-02,6,55.400000000000006,51,0,270,174,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-05-03,6,53.24,15,0,190,58,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-05-04,3,49.64,24,5,120,76,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-05-05,8,46.58,30,127,90,72,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,12,51.620000000000005,43,0,340,139,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-07,4,48.56,23,0,170,94,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-05-08,4,46.4,30,0,340,98,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-09,3,52.52,35,0,170,107,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-05-10,4,54.5,28,10,170,94,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-05-11,9,53.96,42,3,300,165,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-05-12,7,51.98,44,0,320,174,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-05-13,3,55.76,33,0,300,121,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-05-14,4,58.64,28,0,310,121,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-05-15,4,60.08,25,0,190,98,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-05-16,3,59.540000000000006,20,0,100,103,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-17,3,56.66,23,0,170,67,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-05-18,6,61.16,30,0,320,112,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-05-19,2,65.66,31,0,350,112,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-21,1,57.92,22,3,170,89,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-05-22,3,64.22,13,0,160,49,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-05-23,8,69.80000000000001,47,0,340,183,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-24,4,56.120000000000005,43,0,210,134,SW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-05-25,1,58.28,47,0,190,134,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-05-26,2,71.42,45,38,270,197,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-05-27,5,69.62,51,0,330,125,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-05-29,1,46.94,44,145,50,121,NE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-05-30,2,48.56,47,193,50,112,NE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-05-31,2,51.620000000000005,35,41,360,72,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,2,60.98,34,0,240,121,SW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-02,2,65.12,33,0,200,107,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-06-03,1,62.78,36,8,180,121,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-06-04,1,68.18,26,13,290,72,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-06-05,1,70.52,34,0,190,121,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-06-07,2,80.06,29,0,210,116,SW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-08,1,81.68,39,5,270,98,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-06-09,5,78.08000000000001,28,3,330,112,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-06-10,2,66.02,31,0,350,89,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-12,1,61.34,23,0,170,89,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-06-15,3,61.88,14,13,150,63,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-06-16,10,63.31999999999999,46,0,350,130,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-17,2,63.5,32,0,270,112,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-06-18,2,64.58000000000001,33,0,170,107,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-06-20,1,74.48,30,0,180,112,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-06-22,5,69.44,36,41,280,116,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-06-23,4,61.7,30,0,300,112,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-06-24,5,61.16,25,0,180,121,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-06-25,5,60.08,24,0,120,63,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-06-27,1,75.38,40,0,190,103,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-07-01,3,73.94,22,69,50,67,NE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-02,5,60.26,49,163,90,130,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-03,2,56.66,39,137,10,85,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-04,3,56.84,30,137,10,81,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-05,1,59.72,30,0,180,98,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-07-07,3,74.66,26,0,10,72,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-08,3,65.12,35,69,270,134,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-07-09,7,60.98,30,592,10,139,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-10,3,67.28,18,0,150,72,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-07-11,1,66.2,22,0,180,85,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-07-12,1,68.36,15,25,180,63,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-07-13,1,64.4,21,18,80,49,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-14,3,64.4,17,5,150,54,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-07-15,1,69.08000000000001,18,0,150,76,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-07-16,4,75.02,28,0,260,107,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-07-17,4,72.86,17,0,10,67,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-18,4,65.84,27,297,30,81,NE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-19,5,66.92,19,0,350,54,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-20,1,70.7,12,224,10,148,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-21,6,70.88,33,102,320,94,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-07-22,5,68.53999999999999,30,0,350,89,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-23,4,67.46000000000001,24,41,360,125,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-26,1,70.16,18,0,260,72,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-07-27,3,72.86,26,46,10,81,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-28,2,66.56,24,3,30,85,NE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-30,3,66.56,43,30,320,139,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-07-31,1,63.14,26,0,280,85,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-08-01,3,64.22,26,0,160,89,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-08-02,1,67.64,34,0,320,130,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-03,1,65.84,27,0,190,98,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-08-04,5,67.46000000000001,18,0,150,67,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-08-05,5,64.75999999999999,28,142,50,76,NE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-08-06,1,70.88,22,0,180,81,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-08-08,2,74.66,23,0,150,72,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-08-09,4,65.30000000000001,34,0,100,81,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-11,1,71.42,19,0,180,76,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-08-12,2,76.64,17,0,170,76,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-08-14,5,78.08000000000001,22,0,290,107,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-08-15,3,69.62,28,0,340,103,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-16,3,66.38,20,0,150,76,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-08-17,6,67.28,16,0,140,72,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-08-19,1,73.58000000000001,23,241,90,72,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-20,2,74.30000000000001,26,0,140,76,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-08-21,3,71.24000000000001,26,0,100,85,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-22,6,65.66,50,145,80,116,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-23,4,65.12,27,0,90,81,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-24,1,72.68,17,23,270,76,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-08-27,8,77.72,27,0,330,94,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-28,1,64.75999999999999,22,0,40,81,NE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-08-29,1,64.22,20,0,160,98,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-08-30,1,70.7,35,5,220,89,SW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-08-31,4,71.06,27,0,260,89,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-09-02,3,62.6,49,389,350,139,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-03,5,63.31999999999999,43,0,300,116,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-04,6,65.48,29,0,310,116,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-05,1,59.36,28,30,180,94,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-09-06,1,67.28,28,64,280,161,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-09-07,1,65.12,28,0,250,98,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-09-10,8,66.92,36,97,300,134,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-11,2,61.34,30,0,280,103,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-09-13,1,69.25999999999999,17,3,350,81,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-14,3,60.620000000000005,29,0,190,85,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-09-16,2,66.02,24,8,10,76,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-17,7,60.26,17,0,90,58,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-18,4,64.58000000000001,13,43,20,81,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-19,7,63.68000000000001,31,0,20,98,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-20,5,57.74,20,0,170,67,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-09-21,5,58.64,17,0,150,85,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-09-23,1,68.18,40,0,160,107,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-09-25,4,65.66,19,3,90,63,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-26,8,64.22,29,119,300,116,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-28,3,61.88,22,0,340,81,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-29,4,56.66,36,0,330,85,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-30,2,53.24,33,8,330,94,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-01,2,50.72,19,0,290,76,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-10-03,1,55.22,24,8,90,58,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-04,1,54.68,22,13,40,58,NE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-10-07,2,58.46,9,0,190,58,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-10-08,1,56.84,36,0,110,130,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-11,1,58.1,13,0,90,63,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-13,1,61.16,18,0,200,76,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-10-14,2,61.88,17,0,360,85,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-20,1,51.08,20,0,280,81,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-10-23,2,50.18,24,0,20,72,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-24,2,44.6,24,0,280,112,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-10-26,1,46.22,65,254,30,165,NE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-10-28,1,46.94,39,0,360,103,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-29,3,42.620000000000005,24,0,40,85,NE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,3,54.32,45,0,280,130,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-11-06,4,36.32,20,0,180,76,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-11-08,1,42.08,14,0,300,76,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-11,2,41.18,19,0,120,63,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-11-12,2,49.82,56,361,130,197,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-11-13,1,48.02,26,89,320,134,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-14,1,43.34,33,0,270,112,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-11-17,1,32.72,17,0,180,89,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-11-18,1,50.900000000000006,33,10,320,116,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-19,1,45.32,46,64,300,148,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-22,2,48.38,37,132,200,134,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-11-23,2,33.26,56,0,320,148,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-25,1,35.42,10,0,280,49,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-11-28,4,28.58,16,0,190,54,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-11-29,2,32.36,41,0,340,103,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-02,1,38.12,28,71,150,121,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-12-05,1,31.46,23,0,240,85,SW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-12-08,1,26.96,44,10,350,94,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-10,2,22.82,23,5,30,58,NE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-12-12,1,44.24,62,25,260,170,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-12-14,1,40.28,37,0,310,112,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-16,3,40.46,12,107,180,89,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-12-17,2,48.2,47,0,290,188,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-12-18,1,34.52,26,94,20,85,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-19,7,27.86,51,61,310,130,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-20,1,19.94,20,0,220,94,SW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-12-21,2,30.2,30,0,230,94,SW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-12-27,1,30.38,22,0,330,103,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-30,1,32.54,21,13,310,45,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-01,2,35.96,12,18,350,54,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02,2,36.14,30,18,360,89,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04,2,17.78,25,0,350,67,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-08,1,20.48,29,0,340,116,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-21,1,11.659999999999997,36,0,350,89,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-26,1,18.68,35,0,340,94,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-31,1,9.5,13,0,300,45,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-01,2,13.279999999999998,35,0,110,81,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-12,2,44.78,42,0,250,157,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-03-11,1,36.68,26,0,170,89,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-03-15,3,39.92,17,51,90,54,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16,1,38.48,26,10,190,89,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-03-19,1,44.6,46,152,260,139,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-03-21,1,44.42,76,0,320,219,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-24,1,37.76,46,97,100,121,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-25,1,39.02,40,97,310,103,NW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-29,1,24.08,47,0,340,139,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,1,48.38,35,84,290,139,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-04-06,3,41.36,29,0,80,89,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
