,date,sprague_miles,portland_pipeline_miles,south_portland_terminal_miles,gulf_oil_miles,global_miles,citgo_miles,daily complaints,average_temp,average_wind,precipitation,WDF5,WSF5,wind_direction,N,NNE,NE,ENE,E,ESE,SE,SSE,S,SSW,SW,WSW,W,WNW,NW,NNW
96,2020-06-26,1.5924514813246178,0.8479064914634864,1.5239451430294584,1.4149159457322469,1.4710814763274676,0.668040607382356,7,71.78,23,0,190,107,S,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,2020-06-27,0.8780925265087717,1.157231433178466,0.8259435939172151,3.197349835941786,0.7635434732939788,1.5399709318001449,4,72.68,17,0,190,85,S,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,2020-06-28,0.628588097215575,0.3275110281070162,0.5440321258113773,2.117547639337301,0.477214800068778,0.4591040454596005,19,70.88,29,53,90,85,E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2020-06-29,2.19946644629962,1.699277930218984,2.1644276159443168,0.5067905165036768,2.150683688704251,1.280223560673831,13,65.48,43,638,50,107,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,2020-06-30,0.9636072665507835,0.0630868388379569,0.8706536922967809,2.0781978381210147,0.7850644214297855,0.517914701607357,9,66.38,32,79,100,89,E,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,2020-07-01,0.8943438670884285,0.4759533949303016,0.8355689668201912,1.7473832073420328,0.8010204200058328,0.0903793758748708,7,66.74000000000001,16,0,140,67,SE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,2020-07-02,0.9407044163227372,0.1989404859520517,0.8570790524980895,1.9440258741430017,0.7868343585110951,0.3646468228243945,5,71.24000000000001,30,81,40,98,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,2020-07-03,0.220858606687605,0.8669995146318181,0.1648590826885193,2.637033541276041,0.1502180313365039,1.0259686665175758,4,68.53999999999999,41,15,90,112,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
104,2020-07-04,0.7045088664692524,0.2672775143157672,0.6026703115703427,2.3230224540184885,0.5009632109264157,0.677048570716427,3,64.22,26,0,90,72,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105,2020-07-05,0.9488189714279798,0.2617230344850492,0.8697007151689605,1.8852859980482664,0.8061972392625678,0.304006346178668,2,65.66,26,94,160,81,SSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,2020-07-06,0.6692655897877612,0.2791496362207564,0.5819229104773918,2.1200348802464872,0.5094271479193135,0.4632031682065585,8,66.74000000000001,24,0,140,76,SE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,2020-07-07,2.043554795516876,1.2780510757172434,1.9761671027573424,1.2685385228751591,1.923389080815724,1.1062955727667847,1,65.66,35,0,180,103,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
108,2020-07-08,0.9298312962810588,0.0487260240907916,0.8321759542058198,2.1829592479702926,0.7382682753338973,0.604373123808126,4,70.52,31,132,30,174,NNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
109,2020-07-09,0.7266175658762435,0.199355323147933,0.6322674049699571,2.1767556846270333,0.5462564870211435,0.5311795624312733,3,71.78,22,0,160,63,SSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
110,2020-07-10,1.3536776551013898,0.6833217581315465,1.2893201039624056,1.471527238359284,1.243067926383843,0.4200667123925746,8,71.78,27,3,150,81,SSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
111,2020-07-11,0.8088326313755141,0.1472863457996042,0.7188660240433057,2.085133806283989,0.6397360738642256,0.45581821847459,1,72.86,55,102,160,130,SSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
112,2020-07-12,0.183896362444379,0.8665367796182706,0.1291219315960496,2.6088992040205503,0.1343056449857747,1.004933236254988,4,78.62,42,0,250,116,WSW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,2020-07-13,0.4405611336924951,0.7030896067580339,0.3479411874253769,2.6426039458726445,0.2458187728426969,0.990579881119352,14,76.28,14,8,150,94,SSE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,2020-07-14,0.994950530678351,0.0758680730652033,0.9009064482527182,2.0910254551611422,0.8132377720681977,0.5476681026086067,14,69.44,30,157,340,107,NNW,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,2020-07-15,0.8779835592979017,0.1560399667104055,0.7914592213820374,2.0103182466616243,0.7172764353535716,0.4025969192980698,2,68.0,31,0,30,81,NNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
116,2020-07-16,1.5983195076832757,0.7210581304652092,1.513826753573693,1.7539851180532915,1.4388370560740995,0.7982972438175129,1,63.86,26,0,90,81,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
117,2020-07-17,0.8034680821767325,0.2906587618636101,0.7269057241416124,1.945189977915201,0.6691140267887713,0.2975109917359086,1,63.86,27,0,200,94,SSW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2020-07-18,1.486186294389363,0.5619463490222242,1.3917892828663083,2.038875506127636,1.301823950084415,0.8522133428142583,6,75.74000000000001,20,0,280,98,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
119,2020-07-19,0.894268264753541,0.3940436870497275,0.7898311003490579,2.5292349249454094,0.6773048249815148,0.9167486936509744,1,78.62,33,0,180,98,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,2020-07-20,2.5947610866389503,1.94158279940178,2.544154077134467,0.8441539732066659,2.5112033620754883,1.640728271035046,12,83.84,38,0,220,107,SW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,2020-07-21,0.8994162000730843,0.3105034795784396,0.8250195527319272,1.865155446541317,0.769000554910384,0.2459187385222279,13,79.88,27,0,320,81,NW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
122,2020-07-22,0.9189714975861296,0.3812710201449505,0.8504983448190213,1.7995042196937396,0.8025749922865879,0.1754403133084181,9,73.03999999999999,20,13,40,49,NE,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,2020-07-23,0.8698334542098075,1.1377374652608012,0.8157944762832557,3.1803990203744275,0.7514064239950898,1.5227553671948135,10,72.14,17,0,140,72,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
124,2020-07-24,0.9168804387900596,0.2009260976645413,0.8336689348801365,1.950311341305539,0.7643036649907344,0.3569109601731109,8,76.82,25,0,340,81,NNW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
125,2020-07-25,1.007334702492597,0.1668019755425196,0.9196689521194196,1.973509999423616,0.8425229557613063,0.4398191008935455,9,76.46000000000001,20,0,150,72,SSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
126,2020-07-26,0.5753557745527,0.6016343032924422,0.4760376878279179,2.624396050382773,0.3647754432866466,0.9659573861783236,7,79.34,39,0,250,125,WSW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
127,2020-07-27,0.402143108482446,0.753000399647929,0.3159412797666948,2.664460458897392,0.2243527345860049,1.017827764367728,1,83.84,33,3,260,94,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,2020-07-28,0.40905510757802,0.7518247048372577,0.3228020445543629,2.667851750596736,0.2307857282514323,1.0204849404751533,4,85.64,34,0,270,94,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
129,2020-07-29,2.0651057527357586,1.573044824926915,2.0297983303129787,0.5957981071530719,2.016108468558495,1.146214126190834,4,78.98,31,0,180,112,S,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,2020-07-30,0.4691246817409011,0.4877583386918153,0.3658088515439715,2.397520073165619,0.2617036135068622,0.741551421585259,6,77.72,31,0,260,98,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
131,2020-07-31,0.7840836068258557,1.083120226836419,0.7298746999772631,3.1062038114773336,0.6666003130016419,1.4499889990377763,8,75.2,20,0,350,76,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
132,2020-08-01,0.7527108479121438,0.1803074378290829,0.6605774039604332,2.1364876660016776,0.5783235658798942,0.4945348379490075,2,76.46000000000001,26,0,150,81,SSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
133,2020-08-03,0.8155342539837003,0.1104786114712453,0.7196956949625487,2.1723460376783748,0.6299844273002827,0.5499871624198873,5,80.78,45,0,280,148,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
134,2020-08-04,1.498171177441177,0.6612390473401548,1.394382075591421,2.5014809060630165,1.2861071355961398,1.155888957254861,13,73.58000000000001,46,41,140,197,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
135,2020-08-05,0.8294728656597321,1.043697697951372,0.7665424402435638,3.096599906272476,0.6927769897021078,1.4382315288886447,3,77.0,42,0,230,107,SW,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,2020-08-06,0.5700848736792762,0.5964298474588842,0.4703645351578672,2.6163952528605483,0.3587692506924248,0.957943359492218,7,74.84,33,0,290,116,WNW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,2020-08-07,0.8033676739141485,0.1226130860019772,0.7075328228650611,2.1757196648112087,0.6179299950358483,0.5496597812861493,11,71.06,22,0,90,72,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,2020-08-08,0.6620834779524071,0.4174728097004996,0.5575827990865877,2.480576569833417,0.4455232201341366,0.8281582740795114,1,72.32,22,0,190,85,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
139,2020-08-09,0.7670972728461559,0.1950780218902023,0.6790629901868771,2.079488739427164,0.6037397544208893,0.4370516557195584,1,74.66,28,0,180,107,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,2020-08-10,0.8604391424969423,1.0652976745955502,0.797927479002559,3.1243287639742108,0.7242355640946969,1.465877937694659,8,78.25999999999999,19,3,150,63,SSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,2020-08-11,0.9049903994916654,0.0381428106084155,0.8080532883737316,2.17179346564857,0.7156486778204636,0.5827561269837708,9,78.08000000000001,28,0,180,112,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,2020-08-12,0.6454910702607931,1.2358729046941783,0.6349511965362782,3.1163214685629845,0.6234243569698662,1.4926452693528545,2,81.32,26,0,170,76,S,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,2020-08-13,0.9721003693324854,0.0726173148275199,0.8794120887242343,2.0708714528741363,0.7942242462777082,0.5152979953271579,5,78.44,18,0,320,67,NW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,2020-08-14,0.478656311357917,0.6742400184718231,0.3836344110820089,2.6388763623837472,0.2776904270675482,0.9835914872637772,10,76.28,26,0,10,85,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,2020-08-15,0.7730760835974858,0.4124284629679242,0.6687720553539982,2.5242071007236104,0.5558702454745768,0.8857958991951369,12,70.34,30,0,60,81,ENE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,2020-08-16,0.924239246191667,0.4919792741760126,0.8208995442485191,2.6275732290075164,0.7073009880354656,1.0134227842118777,9,66.38,34,3,90,85,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
147,2020-08-17,0.3086234821577927,0.6832870793680296,0.2061210983213665,2.51575907541135,0.0931311947167649,0.8784919209219095,3,67.64,31,0,180,81,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,2020-08-18,2.242813850894114,1.7440447942261164,2.208288341235749,0.4740117497524293,2.195028781653588,1.324979121830732,10,70.52,25,89,150,89,SSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,2020-08-19,0.6156966127395151,1.1277105511565433,0.5866036488879017,3.046635354866559,0.5557961370923189,1.4099254251974744,7,68.36,22,0,170,85,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
150,2020-08-20,2.8307992172562093,2.422243377818969,2.81046827424049,0.3292217022135136,2.812111743541582,1.965591987429282,8,66.02,26,0,310,89,NW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
151,2020-08-21,0.8543046662914265,1.2001274501892072,0.8104884051060918,3.215523852098319,0.7576840292247699,1.5611260066100232,6,70.88,30,43,270,107,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
152,2020-08-22,1.482009967883879,0.6593305121684074,1.3779720550189418,2.526988869900395,1.2689125822316063,1.1639312919123912,1,70.52,15,18,140,67,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
153,2020-08-23,0.4245061461527399,0.724911017289498,0.3344387910554438,2.652957174017505,0.236317826562655,1.0030098026841738,6,69.25999999999999,16,5,160,72,SSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,2020-08-24,0.5074553688874718,0.6326730085950741,0.4092058656949836,2.6157517507929886,0.2992899230384078,0.9584900563915087,15,74.30000000000001,18,0,160,67,SSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,2020-08-25,0.5453916280516423,0.6814137602581937,0.4520849040117545,2.6839527509045764,0.3473265719044522,1.02617035839443,4,75.92,34,28,320,130,NW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
156,2020-08-26,2.00632755262207,1.2363085444594757,1.9381608885946648,1.2925593583609043,1.8844606549062537,1.0720546104630828,17,68.36,45,0,310,121,NW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
157,2020-08-27,2.1285093129097006,1.416335323963242,2.068187879393332,1.082937224504952,2.0242185804716124,1.175613541160355,7,59.900000000000006,21,0,290,76,WNW,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,2020-08-28,1.6693029859740158,1.103048789172603,1.621145211361076,1.054152737817183,1.5936496446145894,0.7184093369102358,18,65.66,20,0,150,76,SSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
159,2020-08-29,1.689361758202245,1.1554989077112017,1.6450121911346909,0.9918276195894812,1.622013177914685,0.7461452768268827,9,63.14,17,325,90,85,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,2020-08-30,2.2476593170712262,1.5789772665187756,2.193320148901062,0.920345727847043,2.1565015663904807,1.2916535979799812,19,66.56,47,0,290,179,WNW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
162,2020-09-01,1.5704037225385348,0.71095641126736,1.4882187819479074,1.7027158308996502,1.4166501568199112,0.748433305734395,7,65.30000000000001,29,0,170,112,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
163,2020-09-02,0.4990895945973529,0.6726432930636653,0.4043261977311093,2.64973105511558,0.2984177610653145,0.9934070481191468,7,64.75999999999999,29,28,150,103,SSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
165,2020-09-04,0.6568857017387358,1.004685209711986,0.6014896752778857,2.9935144025188545,0.5395300433404359,1.3408127938998489,10,71.6,30,0,250,98,WSW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
166,2020-09-05,0.6651748038550499,1.0102229934519908,0.6099838346611277,3.001330173337072,0.5480510456326081,1.3483767209304105,13,66.92,26,0,280,98,W,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,2020-09-06,0.8587261885081507,0.3694873687914468,0.7900304187908039,1.8438148966036976,0.7426652843806864,0.1967950286287135,3,66.92,19,0,150,85,SSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
168,2020-09-08,0.8843695328616183,0.4732179554005866,0.8255581508442977,1.755687841488396,0.7911170006008346,0.0978197936073328,1,69.98,28,0,160,85,SSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
169,2020-09-10,0.8378442207192077,0.3083458075114588,0.7634227787910451,1.9047065148781857,0.7082358783434378,0.2622048329924284,2,70.88,21,20,210,76,SSW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,2020-09-11,3.114172455643629,2.6091809847033574,3.083767882708609,0.6922810041752991,3.073692458870721,2.205272817928165,11,68.36,45,0,10,107,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
171,2020-09-12,2.89856099501418,2.342644458903372,2.8611552620963057,0.6452803772649018,2.8433326887230974,1.968550480181955,2,58.64,21,0,200,85,SSW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
172,2020-09-13,2.7277654423007487,2.120218200554268,2.683352962924304,0.7226005714154433,2.6575844957253807,1.7820221833311578,3,58.46,36,0,200,112,SSW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,2020-09-14,3.016884914044493,2.4340662187600004,2.976688551431926,0.7871118713950304,2.955457099217718,2.079548313827948,8,68.72,48,0,320,125,NW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,2020-09-16,0.7598919412971504,1.143778454637393,0.7170622752285661,3.134753734386409,0.6670402826390803,1.4835217303756143,2,59.36,38,0,230,121,SW,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,2020-09-17,0.6351794259651344,1.027666688574196,0.5853627144023894,2.997961793810198,0.5304524398534255,1.3485338185192617,1,65.30000000000001,34,0,220,94,SW,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,2020-09-18,0.9885097972190632,1.0467857070411806,0.9155294266291426,3.149836275947788,0.8291923542237059,1.4959348002215052,5,59.72,47,0,330,112,NNW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,2020-09-19,1.0528204659037694,1.155118793325409,0.9865369085896456,3.255150443541182,0.9069282779001756,1.599818907702783,8,54.5,41,0,330,121,NNW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
179,2020-09-20,0.4158166198092313,0.7556558948122841,0.3303182636550816,2.675612711953311,0.2390559642331039,1.027787783692142,6,51.44,29,0,350,98,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,2020-09-21,0.5614064447868601,0.5612653995742093,0.4595684572420437,2.575724260980231,0.3464413477783552,0.9172820008907026,5,49.64,22,0,120,72,ESE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
181,2020-09-22,0.4097670530523442,0.6890100374384162,0.3142870427752298,2.6078963745571566,0.2090162316229122,0.957983177308308,6,52.52,49,0,360,130,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,2020-09-23,0.5555460456138491,0.477830528099232,0.4903382666479053,2.0561464689700126,0.4558523886927834,0.4202022167470903,11,67.28,47,0,330,157,NNW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,2020-09-24,0.7247087373559102,1.003401703701789,0.6640100264809872,3.024113130505244,0.5944343557401761,1.3675701095542792,3,67.28,19,0,280,98,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
184,2020-09-25,0.7804825975483726,0.3389206255455468,0.7082870211903806,1.9253301240828309,0.6572938370069055,0.2694436761253069,4,63.31999999999999,22,0,80,63,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,2020-09-26,0.4336508645228473,0.5582382370690666,0.3699686720561663,2.1521434998215025,0.3448941954152656,0.5350430160258887,7,58.64,19,0,160,72,SSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,2020-09-27,0.3277911760078698,0.6287868690781393,0.2233876353351299,2.451913898436617,0.1157367883440093,0.8123431839706352,2,64.58000000000001,27,0,190,98,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
187,2020-09-29,0.7606720436624088,1.01907143515856,0.6995126738602516,3.050886244210864,0.6287698729340837,1.393506995523872,1,66.74000000000001,32,3,170,94,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
188,2020-10-01,0.1314422103063408,0.8244679601537497,0.0398080580807055,2.517692461286753,0.0901076760161278,0.9226647187933156,1,62.06,29,0,150,103,SSE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,2020-10-02,0.8420379984736852,0.4983229733220426,0.7867898372676716,1.7704069388648933,0.757678766169667,0.1184131206544001,7,55.22,17,13,320,67,NW,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,2020-10-03,2.12237230108082,1.637943534377536,2.088462653672381,0.5346500810104848,2.076225321951189,1.2079305166963448,3,50.72,16,0,320,81,NW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,2020-10-08,0.9216190058766652,0.423516208877286,0.8570049888043292,1.766758964184183,0.8143107869128957,0.1329369967057541,6,53.96,64,0,300,157,WNW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
195,2020-10-09,0.8230094263574749,0.36992234550702,0.7544533393419295,1.8684314404643885,0.7078657248668211,0.2141336890102683,3,45.14,33,0,300,116,WNW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
196,2020-10-11,0.8205627381994895,0.2988828905231867,0.7450868249637845,1.9249380945627992,0.688626929049146,0.2796127259309591,4,56.48,43,0,360,107,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,2020-10-12,0.9132952937604856,0.0207563745498275,0.8187072851263857,2.122616707117805,0.7305755060976501,0.5372779745372614,5,43.52,32,0,90,89,E,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
